transaction_id,sender,receiver,amount,timestamp,risk,isFraud
TX01413,ACC632,ACC440,11436,2026-09-03 23:24:55.891137,MEDIUM,0
TX01414,ACC128,ACC769,2794,2026-09-03 23:23:55.891137,LOW,0
TX01415,ACC721,ACC376,15592,2026-09-03 23:22:55.891137,HIGH,1
TX01416,ACC498,ACC331,16737,2026-09-03 23:21:55.891137,HIGH,0
TX01417,ACC555,ACC704,3454,2026-09-03 23:20:55.891137,LOW,0
TX01418,ACC463,ACC572,11894,2026-09-03 23:19:55.891137,MEDIUM,0
TX01419,ACC332,ACC313,4320,2026-09-03 23:18:55.891137,LOW,0
TX01420,ACC264,ACC435,14926,2026-09-03 23:17:55.891137,MEDIUM,0
TX01421,ACC569,ACC152,15044,2026-09-03 23:16:55.891137,HIGH,1
TX01422,ACC224,ACC722,5815,2026-09-03 23:15:55.891137,LOW,0
TX01423,ACC855,ACC897,2701,2026-09-03 23:14:55.891137,LOW,0
TX01424,ACC613,ACC217,2048,2026-09-03 23:13:55.891137,LOW,0
TX01425,ACC982,ACC448,9900,2026-09-03 23:12:55.891137,MEDIUM,0
TX01426,ACC702,ACC361,8739,2026-09-03 23:11:55.891137,MEDIUM,0
TX01427,ACC764,ACC276,6095,2026-09-03 23:10:55.891137,LOW,0
TX01428,ACC481,ACC259,12876,2026-09-03 23:09:55.891137,MEDIUM,0
TX01429,ACC307,ACC263,12535,2026-09-03 23:08:55.891137,MEDIUM,0
TX01430,ACC201,ACC142,12919,2026-09-03 23:07:55.891137,MEDIUM,0
TX01431,ACC755,ACC838,4450,2026-09-03 23:06:55.891137,LOW,0
TX01432,ACC868,ACC350,16831,2026-09-03 23:05:55.891137,HIGH,0
TX01433,ACC962,ACC245,11207,2026-09-03 23:04:55.891137,MEDIUM,0
TX01434,ACC398,ACC891,8547,2026-09-03 23:03:55.891137,MEDIUM,0
TX01435,ACC935,ACC839,13982,2026-09-03 23:02:55.891137,MEDIUM,0
TX01436,ACC708,ACC970,981,2026-09-03 23:01:55.891137,LOW,0
TX01437,ACC544,ACC262,7691,2026-09-03 23:00:55.891137,LOW,0
TX01438,ACC441,ACC209,11841,2026-09-03 22:59:55.891137,MEDIUM,0
TX01439,ACC837,ACC280,13280,2026-09-03 22:58:55.891137,MEDIUM,0
TX01440,ACC962,ACC424,19932,2026-09-03 22:57:55.891137,HIGH,1
TX01441,ACC123,ACC524,9915,2026-09-03 22:56:55.891137,MEDIUM,0
TX01442,ACC849,ACC648,8395,2026-09-03 22:55:55.891137,MEDIUM,0
TX01443,ACC361,ACC120,12765,2026-09-03 22:54:55.891137,MEDIUM,0
TX01444,ACC206,ACC837,5705,2026-09-03 22:53:55.891137,LOW,0
TX01445,ACC374,ACC661,17195,2026-09-03 22:52:55.891137,HIGH,0
TX01446,ACC860,ACC325,8201,2026-09-03 22:51:55.891137,MEDIUM,0
TX01447,ACC555,ACC390,7116,2026-09-03 22:50:55.891137,LOW,0
TX01448,ACC732,ACC285,15650,2026-09-03 22:49:55.891137,HIGH,0
TX01449,ACC695,ACC657,13458,2026-09-03 22:48:55.891137,MEDIUM,0
TX01450,ACC672,ACC436,19589,2026-09-03 22:47:55.891137,HIGH,0
TX01451,ACC499,ACC841,2322,2026-09-03 22:46:55.891137,LOW,0
TX01452,ACC703,ACC901,1086,2026-09-03 22:45:55.891137,LOW,0
TX01453,ACC957,ACC851,4319,2026-09-03 22:44:55.891137,LOW,0
TX01454,ACC175,ACC573,19996,2026-09-03 22:43:55.891137,HIGH,1
TX01455,ACC570,ACC211,3198,2026-09-03 22:42:55.891137,LOW,0
TX01456,ACC232,ACC662,6513,2026-09-03 22:41:55.891137,LOW,0
TX01457,ACC473,ACC529,19428,2026-09-03 22:40:55.891137,HIGH,0
TX01458,ACC782,ACC583,12108,2026-09-03 22:39:55.891137,MEDIUM,0
TX01459,ACC912,ACC471,18903,2026-09-03 22:38:55.891137,HIGH,0
TX01460,ACC410,ACC220,17656,2026-09-03 22:37:55.891137,HIGH,0
TX01461,ACC779,ACC880,11559,2026-09-03 22:36:55.891137,MEDIUM,0
TX01462,ACC797,ACC354,11089,2026-09-03 22:35:55.891137,MEDIUM,0
TX01463,ACC567,ACC366,6234,2026-09-03 22:34:55.891137,LOW,0
TX01464,ACC307,ACC340,15395,2026-09-03 22:33:55.891137,HIGH,0
TX01465,ACC916,ACC544,4227,2026-09-03 22:32:55.891137,LOW,0
TX01466,ACC370,ACC552,12244,2026-09-03 22:31:55.891137,MEDIUM,0
TX01467,ACC288,ACC985,610,2026-09-03 22:30:55.891137,LOW,0
TX01468,ACC857,ACC563,9783,2026-09-03 22:29:55.891137,MEDIUM,0
TX01469,ACC593,ACC322,7233,2026-09-03 22:28:55.891137,LOW,0
TX01470,ACC273,ACC223,7409,2026-09-03 22:27:55.891137,LOW,0
TX01471,ACC814,ACC274,3621,2026-09-03 22:26:55.891137,LOW,0
TX01472,ACC219,ACC582,12486,2026-09-03 22:25:55.891137,MEDIUM,0
TX01473,ACC733,ACC367,6513,2026-09-03 22:24:55.891137,LOW,0
TX01474,ACC457,ACC748,10737,2026-09-03 22:23:55.891137,MEDIUM,0
TX01475,ACC238,ACC149,7284,2026-09-03 22:22:55.891137,LOW,0
TX01476,ACC298,ACC348,12273,2026-09-03 22:21:55.891137,MEDIUM,0
TX01477,ACC632,ACC561,2309,2026-09-03 22:20:55.891137,LOW,0
TX01478,ACC116,ACC829,6817,2026-09-03 22:19:55.891137,LOW,0
TX01479,ACC208,ACC844,3251,2026-09-03 22:18:55.891137,LOW,0
TX01480,ACC480,ACC692,4934,2026-09-03 22:17:55.891137,LOW,0
TX01481,ACC605,ACC272,19993,2026-09-03 22:16:55.891137,HIGH,1
TX01482,ACC959,ACC757,18705,2026-09-03 22:15:55.891137,HIGH,0
TX01483,ACC794,ACC745,3948,2026-09-03 22:14:55.891137,LOW,0
TX01484,ACC264,ACC277,2007,2026-09-03 22:13:55.891137,LOW,0
TX01485,ACC394,ACC128,17139,2026-09-03 22:12:55.891137,HIGH,1
TX01486,ACC565,ACC304,4092,2026-09-03 22:11:55.891137,LOW,0
TX01487,ACC562,ACC188,9444,2026-09-03 22:10:55.891137,MEDIUM,0
TX01488,ACC660,ACC823,9051,2026-09-03 22:09:55.891137,MEDIUM,0
TX01489,ACC633,ACC854,4689,2026-09-03 22:08:55.891137,LOW,0
TX01490,ACC475,ACC300,11211,2026-09-03 22:07:55.891137,MEDIUM,0
TX01491,ACC601,ACC944,18681,2026-09-03 22:06:55.891137,HIGH,0
TX01492,ACC174,ACC918,9932,2026-09-03 22:05:55.891137,MEDIUM,0
TX01493,ACC534,ACC323,4971,2026-09-03 22:04:55.891137,LOW,0
TX01494,ACC708,ACC470,1981,2026-09-03 22:03:55.891137,LOW,0
TX01495,ACC634,ACC124,16593,2026-09-03 22:02:55.891137,HIGH,0
TX01496,ACC324,ACC689,12122,2026-09-03 22:01:55.891137,MEDIUM,0
TX01497,ACC498,ACC167,18466,2026-09-03 22:00:55.891137,HIGH,0
TX01498,ACC580,ACC396,6708,2026-09-03 21:59:55.891137,LOW,0
TX01499,ACC316,ACC219,8030,2026-09-03 21:58:55.891137,MEDIUM,0
TX01500,ACC370,ACC386,18872,2026-09-03 21:57:55.891137,HIGH,0
TX01501,ACC214,ACC222,3676,2026-09-03 21:56:55.891137,LOW,0
TX01502,ACC480,ACC376,10005,2026-09-03 21:55:55.891137,MEDIUM,0
TX01503,ACC160,ACC522,7087,2026-09-03 21:54:55.891137,LOW,0
TX01504,ACC191,ACC827,2251,2026-09-03 21:53:55.891137,LOW,0
TX01505,ACC683,ACC471,11961,2026-09-03 21:52:55.891137,MEDIUM,0
TX01506,ACC872,ACC293,10100,2026-09-03 21:51:55.891137,MEDIUM,0
TX01507,ACC410,ACC123,13046,2026-09-03 21:50:55.891137,MEDIUM,0
TX01508,ACC140,ACC563,12051,2026-09-03 21:49:55.891137,MEDIUM,0
TX01509,ACC798,ACC631,3777,2026-09-03 21:48:55.891137,LOW,0
TX01510,ACC186,ACC567,10488,2026-09-03 21:47:55.891137,MEDIUM,0
TX01511,ACC601,ACC545,18190,2026-09-03 21:46:55.891137,HIGH,0
TX01512,ACC687,ACC635,5975,2026-09-03 21:45:55.891137,LOW,0
TX01513,ACC707,ACC604,9479,2026-09-03 21:44:55.891137,MEDIUM,0
TX01514,ACC354,ACC442,15464,2026-09-03 21:43:55.891137,HIGH,1
TX01515,ACC943,ACC664,10050,2026-09-03 21:42:55.891137,MEDIUM,0
TX01516,ACC151,ACC957,14548,2026-09-03 21:41:55.891137,MEDIUM,0
TX01517,ACC654,ACC879,11497,2026-09-03 21:40:55.891137,MEDIUM,0
TX01518,ACC458,ACC905,2240,2026-09-03 21:39:55.891137,LOW,0
TX01519,ACC119,ACC700,12017,2026-09-03 21:38:55.891137,MEDIUM,0
TX01520,ACC282,ACC316,11327,2026-09-03 21:37:55.891137,MEDIUM,0
TX01521,ACC136,ACC733,12116,2026-09-03 21:36:55.891137,MEDIUM,0
TX01522,ACC498,ACC171,16580,2026-09-03 21:35:55.891137,HIGH,0
TX01523,ACC833,ACC188,12705,2026-09-03 21:34:55.891137,MEDIUM,0
TX01524,ACC783,ACC903,11340,2026-09-03 21:33:55.891137,MEDIUM,0
TX01525,ACC494,ACC211,3567,2026-09-03 21:32:55.891137,LOW,0
TX01526,ACC874,ACC479,17184,2026-09-03 21:31:55.891137,HIGH,0
TX01527,ACC706,ACC882,1210,2026-09-03 21:30:55.891137,LOW,0
TX01528,ACC591,ACC925,10528,2026-09-03 21:29:55.891137,MEDIUM,0
TX01529,ACC477,ACC156,18940,2026-09-03 21:28:55.891137,HIGH,1
TX01530,ACC433,ACC586,6387,2026-09-03 21:27:55.891137,LOW,0
TX01531,ACC597,ACC854,18197,2026-09-03 21:26:55.891137,HIGH,0
TX01532,ACC252,ACC964,16026,2026-09-03 21:25:55.891137,HIGH,1
TX01533,ACC386,ACC352,930,2026-09-03 21:24:55.891137,LOW,0
TX01534,ACC922,ACC592,8209,2026-09-03 21:23:55.891137,MEDIUM,0
TX01535,ACC986,ACC123,2754,2026-09-03 21:22:55.891137,LOW,0
TX01536,ACC254,ACC101,8706,2026-09-03 21:21:55.891137,MEDIUM,0
TX01537,ACC886,ACC583,16937,2026-09-03 21:20:55.891137,HIGH,0
TX01538,ACC735,ACC759,958,2026-09-03 21:19:55.891137,LOW,0
TX01539,ACC410,ACC460,8070,2026-09-03 21:18:55.891137,MEDIUM,0
TX01540,ACC753,ACC347,3036,2026-09-03 21:17:55.891137,LOW,0
TX01541,ACC414,ACC549,10550,2026-09-03 21:16:55.891137,MEDIUM,0
TX01542,ACC832,ACC596,16540,2026-09-03 21:15:55.891137,HIGH,1
TX01543,ACC207,ACC100,9553,2026-09-03 21:14:55.891137,MEDIUM,0
TX01544,ACC596,ACC738,16850,2026-09-03 21:13:55.891137,HIGH,0
TX01545,ACC278,ACC327,6604,2026-09-03 21:12:55.891137,LOW,0
TX01546,ACC859,ACC451,7958,2026-09-03 21:11:55.891137,LOW,0
TX01547,ACC429,ACC312,17267,2026-09-03 21:10:55.891137,HIGH,0
TX01548,ACC536,ACC620,19393,2026-09-03 21:09:55.891137,HIGH,0
TX01549,ACC529,ACC288,9642,2026-09-03 21:08:55.891137,MEDIUM,0
TX01550,ACC932,ACC154,14272,2026-09-03 21:07:55.891137,MEDIUM,0
TX01551,ACC137,ACC759,1416,2026-09-03 21:06:55.891137,LOW,0
TX01552,ACC473,ACC980,1578,2026-09-03 21:05:55.891137,LOW,0
TX01553,ACC700,ACC491,13592,2026-09-03 21:04:55.891137,MEDIUM,0
TX01554,ACC740,ACC742,15294,2026-09-03 21:03:55.891137,HIGH,0
TX01555,ACC262,ACC983,12512,2026-09-03 21:02:55.891137,MEDIUM,0
TX01556,ACC833,ACC884,14857,2026-09-03 21:01:55.891137,MEDIUM,0
TX01557,ACC608,ACC586,19449,2026-09-03 21:00:55.891137,HIGH,1
TX01558,ACC726,ACC822,11268,2026-09-03 20:59:55.891137,MEDIUM,0
TX01559,ACC560,ACC668,14296,2026-09-03 20:58:55.891137,MEDIUM,0
TX01560,ACC230,ACC526,774,2026-09-03 20:57:55.891137,LOW,0
TX01561,ACC153,ACC206,9923,2026-09-03 20:56:55.891137,MEDIUM,0
TX01562,ACC373,ACC580,12800,2026-09-03 20:55:55.891137,MEDIUM,0
TX01563,ACC840,ACC796,8875,2026-09-03 20:54:55.891137,MEDIUM,0
TX01564,ACC601,ACC119,5644,2026-09-03 20:53:55.891137,LOW,0
TX01565,ACC308,ACC134,16541,2026-09-03 20:52:55.891137,HIGH,0
TX01566,ACC593,ACC640,16460,2026-09-03 20:51:55.891137,HIGH,0
TX01567,ACC451,ACC188,4799,2026-09-03 20:50:55.891137,LOW,0
TX01568,ACC900,ACC564,4620,2026-09-03 20:49:55.891137,LOW,0
TX01569,ACC382,ACC685,18192,2026-09-03 20:48:55.891137,HIGH,1
TX01570,ACC409,ACC715,7606,2026-09-03 20:47:55.891137,LOW,0
TX01571,ACC324,ACC751,9984,2026-09-03 20:46:55.891137,MEDIUM,0
TX01572,ACC285,ACC490,9982,2026-09-03 20:45:55.891137,MEDIUM,0
TX01573,ACC738,ACC486,13023,2026-09-03 20:44:55.891137,MEDIUM,0
TX01574,ACC451,ACC897,5749,2026-09-03 20:43:55.891137,LOW,0
TX01575,ACC957,ACC452,11604,2026-09-03 20:42:55.891137,MEDIUM,0
TX01576,ACC398,ACC362,18005,2026-09-03 20:41:55.891137,HIGH,0
TX01577,ACC834,ACC186,5558,2026-09-03 20:40:55.891137,LOW,0
TX01578,ACC106,ACC866,18345,2026-09-03 20:39:55.891137,HIGH,0
TX01579,ACC634,ACC770,4686,2026-09-03 20:38:55.891137,LOW,0
TX01580,ACC174,ACC131,7917,2026-09-03 20:37:55.891137,LOW,0
TX01581,ACC611,ACC312,5654,2026-09-03 20:36:55.891137,LOW,0
TX01582,ACC847,ACC117,529,2026-09-03 20:35:55.891137,LOW,0
TX01583,ACC629,ACC901,9920,2026-09-03 20:34:55.891137,MEDIUM,0
TX01584,ACC602,ACC150,9518,2026-09-03 20:33:55.891137,MEDIUM,0
TX01585,ACC665,ACC582,3317,2026-09-03 20:32:55.891137,LOW,0
TX01586,ACC906,ACC253,948,2026-09-03 20:31:55.891137,LOW,0
TX01587,ACC173,ACC419,10523,2026-09-03 20:30:55.891137,MEDIUM,0
TX01588,ACC902,ACC227,12597,2026-09-03 20:29:55.891137,MEDIUM,0
TX01589,ACC167,ACC889,12131,2026-09-03 20:28:55.891137,MEDIUM,0
TX01590,ACC398,ACC475,17383,2026-09-03 20:27:55.891137,HIGH,0
TX01591,ACC666,ACC380,2922,2026-09-03 20:26:55.891137,LOW,0
TX01592,ACC134,ACC374,16509,2026-09-03 20:25:55.891137,HIGH,0
TX01593,ACC444,ACC806,8608,2026-09-03 20:24:55.891137,MEDIUM,0
TX01594,ACC144,ACC800,1058,2026-09-03 20:23:55.891137,LOW,0
TX01595,ACC937,ACC661,2922,2026-09-03 20:22:55.891137,LOW,0
TX01596,ACC764,ACC100,1093,2026-09-03 20:21:55.891137,LOW,0
TX01597,ACC667,ACC552,1786,2026-09-03 20:20:55.891137,LOW,0
TX01598,ACC439,ACC203,8879,2026-09-03 20:19:55.891137,MEDIUM,0
TX01599,ACC874,ACC749,19183,2026-09-03 20:18:55.891137,HIGH,0
TX01600,ACC680,ACC876,17740,2026-09-03 20:17:55.891137,HIGH,1
TX01601,ACC905,ACC334,2832,2026-09-03 20:16:55.891137,LOW,0
TX01602,ACC442,ACC171,3128,2026-09-03 20:15:55.891137,LOW,0
TX01603,ACC993,ACC723,11289,2026-09-03 20:14:55.891137,MEDIUM,0
TX01604,ACC412,ACC439,15185,2026-09-03 20:13:55.891137,HIGH,0
TX01605,ACC230,ACC938,327,2026-09-03 20:12:55.891137,LOW,0
TX01606,ACC530,ACC754,18435,2026-09-03 20:11:55.891137,HIGH,1
TX01607,ACC744,ACC718,18152,2026-09-03 20:10:55.891137,HIGH,0
TX01608,ACC266,ACC860,13506,2026-09-03 20:09:55.891137,MEDIUM,0
TX01609,ACC164,ACC830,15666,2026-09-03 20:08:55.891137,HIGH,0
TX01610,ACC162,ACC701,1181,2026-09-03 20:07:55.891137,LOW,0
TX01611,ACC936,ACC243,9776,2026-09-03 20:06:55.891137,MEDIUM,0
TX01612,ACC138,ACC537,9015,2026-09-03 20:05:55.891137,MEDIUM,0
TX01613,ACC692,ACC993,6477,2026-09-03 20:04:55.891137,LOW,0
TX01614,ACC705,ACC358,10614,2026-09-03 20:03:55.891137,MEDIUM,0
TX01615,ACC651,ACC346,9497,2026-09-03 20:02:55.891137,MEDIUM,0
TX01616,ACC378,ACC867,13241,2026-09-03 20:01:55.891137,MEDIUM,0
TX01617,ACC254,ACC278,18308,2026-09-03 20:00:55.891137,HIGH,1
TX01618,ACC764,ACC345,627,2026-09-03 19:59:55.891137,LOW,0
TX01619,ACC757,ACC716,7231,2026-09-03 19:58:55.891137,LOW,0
TX01620,ACC480,ACC196,2474,2026-09-03 19:57:55.891137,LOW,0
TX01621,ACC164,ACC382,8355,2026-09-03 19:56:55.891137,MEDIUM,0
TX01622,ACC428,ACC380,19616,2026-09-03 19:55:55.891137,HIGH,1
TX01623,ACC363,ACC260,6306,2026-09-03 19:54:55.891137,LOW,0
TX01624,ACC631,ACC903,4286,2026-09-03 19:53:55.891137,LOW,0
TX01625,ACC342,ACC877,15416,2026-09-03 19:52:55.891137,HIGH,1
TX01626,ACC107,ACC508,4870,2026-09-03 19:51:55.891137,LOW,0
TX01627,ACC169,ACC224,19193,2026-09-03 19:50:55.891137,HIGH,0
TX01628,ACC776,ACC434,19334,2026-09-03 19:49:55.891137,HIGH,0
TX01629,ACC320,ACC383,7728,2026-09-03 19:48:55.891137,LOW,0
TX01630,ACC636,ACC743,8045,2026-09-03 19:47:55.891137,MEDIUM,0
TX01631,ACC362,ACC965,12126,2026-09-03 19:46:55.891137,MEDIUM,0
TX01632,ACC583,ACC513,6691,2026-09-03 19:45:55.891137,LOW,0
TX01633,ACC746,ACC490,17837,2026-09-03 19:44:55.891137,HIGH,1
TX01634,ACC887,ACC734,17724,2026-09-03 19:43:55.891137,HIGH,1
TX01635,ACC809,ACC987,8285,2026-09-03 19:42:55.891137,MEDIUM,0
TX01636,ACC971,ACC374,4029,2026-09-03 19:41:55.891137,LOW,0
TX01637,ACC613,ACC482,1550,2026-09-03 19:40:55.891137,LOW,0
TX01638,ACC264,ACC538,5335,2026-09-03 19:39:55.891137,LOW,0
TX01639,ACC456,ACC696,5865,2026-09-03 19:38:55.891137,LOW,0
TX01640,ACC718,ACC858,15530,2026-09-03 19:37:55.891137,HIGH,1
TX01641,ACC556,ACC982,7638,2026-09-03 19:36:55.891137,LOW,0
TX01642,ACC131,ACC787,6266,2026-09-03 19:35:55.891137,LOW,0
TX01643,ACC334,ACC892,1784,2026-09-03 19:34:55.891137,LOW,0
TX01644,ACC127,ACC508,657,2026-09-03 19:33:55.891137,LOW,0
TX01645,ACC520,ACC169,3855,2026-09-03 19:32:55.891137,LOW,0
TX01646,ACC405,ACC376,11596,2026-09-03 19:31:55.891137,MEDIUM,0
TX01647,ACC135,ACC258,3695,2026-09-03 19:30:55.891137,LOW,0
TX01648,ACC401,ACC317,6166,2026-09-03 19:29:55.891137,LOW,0
TX01649,ACC475,ACC193,7781,2026-09-03 19:28:55.891137,LOW,0
TX01650,ACC903,ACC741,15003,2026-09-03 19:27:55.891137,HIGH,0
TX01651,ACC368,ACC241,9020,2026-09-03 19:26:55.891137,MEDIUM,0
TX01652,ACC827,ACC597,9052,2026-09-03 19:25:55.891137,MEDIUM,0
TX01653,ACC448,ACC436,6909,2026-09-03 19:24:55.891137,LOW,0
TX01654,ACC159,ACC308,1372,2026-09-03 19:23:55.891137,LOW,0
TX01655,ACC188,ACC144,17970,2026-09-03 19:22:55.891137,HIGH,1
TX01656,ACC249,ACC305,3554,2026-09-03 19:21:55.891137,LOW,0
TX01657,ACC390,ACC611,18999,2026-09-03 19:20:55.891137,HIGH,0
TX01658,ACC499,ACC169,16711,2026-09-03 19:19:55.891137,HIGH,0
TX01659,ACC440,ACC933,14596,2026-09-03 19:18:55.891137,MEDIUM,0
TX01660,ACC427,ACC851,18189,2026-09-03 19:17:55.891137,HIGH,0
TX01661,ACC330,ACC910,7317,2026-09-03 19:16:55.891137,LOW,0
TX01662,ACC155,ACC156,19562,2026-09-03 19:15:55.891137,HIGH,1
TX01663,ACC685,ACC231,6999,2026-09-03 19:14:55.891137,LOW,0
TX01664,ACC459,ACC689,19168,2026-09-03 19:13:55.891137,HIGH,1
TX01665,ACC191,ACC956,19567,2026-09-03 19:12:55.891137,HIGH,0
TX01666,ACC742,ACC634,10067,2026-09-03 19:11:55.891137,MEDIUM,0
TX01667,ACC652,ACC490,7099,2026-09-03 19:10:55.891137,LOW,0
TX01668,ACC980,ACC338,18046,2026-09-03 19:09:55.891137,HIGH,0
TX01669,ACC359,ACC624,10469,2026-09-03 19:08:55.891137,MEDIUM,0
TX01670,ACC694,ACC197,7975,2026-09-03 19:07:55.891137,LOW,0
TX01671,ACC912,ACC971,729,2026-09-03 19:06:55.891137,LOW,0
TX01672,ACC612,ACC535,9080,2026-09-03 19:05:55.891137,MEDIUM,0
TX01673,ACC330,ACC819,14423,2026-09-03 19:04:55.891137,MEDIUM,0
TX01674,ACC718,ACC449,10284,2026-09-03 19:03:55.891137,MEDIUM,0
TX01675,ACC814,ACC254,8686,2026-09-03 19:02:55.891137,MEDIUM,0
TX01676,ACC742,ACC625,17023,2026-09-03 19:01:55.891137,HIGH,0
TX01677,ACC956,ACC794,18292,2026-09-03 19:00:55.891137,HIGH,1
TX01678,ACC674,ACC421,17236,2026-09-03 18:59:55.891137,HIGH,0
TX01679,ACC542,ACC459,5843,2026-09-03 18:58:55.891137,LOW,0
TX01680,ACC533,ACC170,14106,2026-09-03 18:57:55.891137,MEDIUM,0
TX01681,ACC679,ACC339,17341,2026-09-03 18:56:55.891137,HIGH,1
TX01682,ACC916,ACC913,7466,2026-09-03 18:55:55.891137,LOW,0
TX01683,ACC366,ACC557,6122,2026-09-03 18:54:55.891137,LOW,0
TX01684,ACC226,ACC649,12376,2026-09-03 18:53:55.891137,MEDIUM,0
TX01685,ACC782,ACC844,4664,2026-09-03 18:52:55.891137,LOW,0
TX01686,ACC864,ACC670,14817,2026-09-03 18:51:55.891137,MEDIUM,0
TX01687,ACC446,ACC118,1475,2026-09-03 18:50:55.891137,LOW,0
TX01688,ACC225,ACC370,4916,2026-09-03 18:49:55.891137,LOW,0
TX01689,ACC474,ACC821,8209,2026-09-03 18:48:55.891137,MEDIUM,0
TX01690,ACC394,ACC574,4494,2026-09-03 18:47:55.891137,LOW,0
TX01691,ACC253,ACC171,12519,2026-09-03 18:46:55.891137,MEDIUM,0
TX01692,ACC487,ACC132,18591,2026-09-03 18:45:55.891137,HIGH,1
TX01693,ACC897,ACC961,13576,2026-09-03 18:44:55.891137,MEDIUM,0
TX01694,ACC104,ACC350,15913,2026-09-03 18:43:55.891137,HIGH,1
TX01695,ACC583,ACC577,9762,2026-09-03 18:42:55.891137,MEDIUM,0
TX01696,ACC854,ACC191,9933,2026-09-03 18:41:55.891137,MEDIUM,0
TX01697,ACC673,ACC927,11159,2026-09-03 18:40:55.891137,MEDIUM,0
TX01698,ACC807,ACC498,11899,2026-09-03 18:39:55.891137,MEDIUM,0
TX01699,ACC781,ACC798,17845,2026-09-03 18:38:55.891137,HIGH,1
TX01700,ACC544,ACC118,15659,2026-09-03 18:37:55.891137,HIGH,1
TX01701,ACC533,ACC647,6845,2026-09-03 18:36:55.891137,LOW,0
TX01702,ACC514,ACC131,4717,2026-09-03 18:35:55.891137,LOW,0
TX01703,ACC454,ACC533,1759,2026-09-03 18:34:55.891137,LOW,0
TX01704,ACC652,ACC318,3408,2026-09-03 18:33:55.891137,LOW,0
TX01705,ACC476,ACC930,3990,2026-09-03 18:32:55.891137,LOW,0
TX01706,ACC489,ACC194,5645,2026-09-03 18:31:55.891137,LOW,0
TX01707,ACC907,ACC928,19698,2026-09-03 18:30:55.891137,HIGH,0
TX01708,ACC851,ACC362,15313,2026-09-03 18:29:55.891137,HIGH,1
TX01709,ACC291,ACC985,13176,2026-09-03 18:28:55.891137,MEDIUM,0
TX01710,ACC408,ACC700,1684,2026-09-03 18:27:55.891137,LOW,0
TX01711,ACC921,ACC171,10766,2026-09-03 18:26:55.891137,MEDIUM,0
TX01712,ACC894,ACC584,15986,2026-09-03 18:25:55.891137,HIGH,1
TX01713,ACC817,ACC385,7097,2026-09-03 18:24:55.891137,LOW,0
TX01714,ACC162,ACC420,11290,2026-09-03 18:23:55.891137,MEDIUM,0
TX01715,ACC584,ACC688,11837,2026-09-03 18:22:55.891137,MEDIUM,0
TX01716,ACC449,ACC479,10041,2026-09-03 18:21:55.891137,MEDIUM,0
TX01717,ACC226,ACC375,5483,2026-09-03 18:20:55.891137,LOW,0
TX01718,ACC351,ACC886,16701,2026-09-03 18:19:55.891137,HIGH,1
TX01719,ACC316,ACC948,14088,2026-09-03 18:18:55.891137,MEDIUM,0
TX01720,ACC654,ACC737,15177,2026-09-03 18:17:55.891137,HIGH,0
TX01721,ACC758,ACC571,7410,2026-09-03 18:16:55.891137,LOW,0
TX01722,ACC685,ACC334,12154,2026-09-03 18:15:55.891137,MEDIUM,0
TX01723,ACC518,ACC771,12009,2026-09-03 18:14:55.891137,MEDIUM,0
TX01724,ACC825,ACC576,14373,2026-09-03 18:13:55.891137,MEDIUM,0
TX01725,ACC845,ACC545,12081,2026-09-03 18:12:55.891137,MEDIUM,0
TX01726,ACC944,ACC178,8263,2026-09-03 18:11:55.891137,MEDIUM,0
TX01727,ACC938,ACC263,17431,2026-09-03 18:10:55.891137,HIGH,1
TX01728,ACC607,ACC333,244,2026-09-03 18:09:55.891137,LOW,0
TX01729,ACC786,ACC784,7037,2026-09-03 18:08:55.891137,LOW,0
TX01730,ACC914,ACC698,16761,2026-09-03 18:07:55.891137,HIGH,0
TX01731,ACC700,ACC244,11101,2026-09-03 18:06:55.891137,MEDIUM,0
TX01732,ACC268,ACC552,9084,2026-09-03 18:05:55.891137,MEDIUM,0
TX01733,ACC667,ACC917,19949,2026-09-03 18:04:55.891137,HIGH,0
TX01734,ACC972,ACC373,7717,2026-09-03 18:03:55.891137,LOW,0
TX01735,ACC256,ACC242,18030,2026-09-03 18:02:55.891137,HIGH,0
TX01736,ACC366,ACC104,18714,2026-09-03 18:01:55.891137,HIGH,1
TX01737,ACC136,ACC643,16930,2026-09-03 18:00:55.891137,HIGH,1
TX01738,ACC543,ACC927,3324,2026-09-03 17:59:55.891137,LOW,0
TX01739,ACC653,ACC818,15632,2026-09-03 17:58:55.891137,HIGH,1
TX01740,ACC859,ACC805,10993,2026-09-03 17:57:55.891137,MEDIUM,0
TX01741,ACC468,ACC830,8342,2026-09-03 17:56:55.891137,MEDIUM,0
TX01742,ACC696,ACC611,19853,2026-09-03 17:55:55.891137,HIGH,0
TX01743,ACC416,ACC921,3825,2026-09-03 17:54:55.891137,LOW,0
TX01744,ACC580,ACC650,15668,2026-09-03 17:53:55.891137,HIGH,1
TX01745,ACC719,ACC557,1746,2026-09-03 17:52:55.891137,LOW,0
TX01746,ACC854,ACC740,19504,2026-09-03 17:51:55.891137,HIGH,0
TX01747,ACC631,ACC118,10046,2026-09-03 17:50:55.891137,MEDIUM,0
TX01748,ACC306,ACC252,13821,2026-09-03 17:49:55.891137,MEDIUM,0
TX01749,ACC278,ACC808,4636,2026-09-03 17:48:55.891137,LOW,0
TX01750,ACC451,ACC241,14138,2026-09-03 17:47:55.891137,MEDIUM,0
